,Headline,Country
13661,Virginia proved models wrong with a dramatic drop in COVID-19 cases. But experts still worry about the spring.,Virginia
13662,VDH reports another child has died of COVID-19 in Virginia,Virginia
13663,"Gov. Northam to lift curfew, ease other COVID-19 restrictions in Virginia beginning March 1",Virginia
13664,Delta variant dominates in Virginia and Maryland as cases continue to tick up,Virginia
13665,Several hundred Virginia health-care workers have been suspended or fired over coronavirus vaccine mandates,Virginia
13666,"Virginia sees 1,799 new coronavirus cases, now reporting 612,062 statewide",Virginia
13667,Virginia confirms first case of UK coronavirus variant: Health officials say they're monitoring it closely,Virginia
13668,"Virginia business owners on edge amid uptick in COVID cases, delta variant threat",Virginia
13669,"After fixing a computer glitch, Virginia adds 900 coronavirus deaths to its totals",Virginia
13670,"Virginia sees 1,348 new coronavirus cases, now reporting 593,562 statewide",Virginia
13671,Virginia reports first teenager death due to COVID-19 complications in Norfolk,Virginia
13672,Virginia launches website to track coronavirus variants in the state,Virginia
13673,COVID-19 in Virginia: 2.7 million+ have 1st dose; 1.4 million+ fully vaccinated,Virginia
13674,UK variant of coronavirus found in University of Virginia community,Virginia
13675,Virginia eases some coronavirus restrictions Monday,Virginia
13676,"Coronavirus in DC, Maryland, Virginia: What to Know on June 4",Virginia
13677,"U-Va., VMI among Virginia colleges seeing increases of coronavirus cases",Virginia
13678,This West Virginia pastor defied the odds to create a diverse congregation,Virginia
13679,Fredericksburg School Closes Due to Multiple COVID-19 Outbreaks: Officials,Virginia
13680,Virginia Data Tool to Show COVID-19 Cases Among Children,Virginia
13681,"Virginia sees 1,267 new coronavirus cases, now reporting 607,234 statewide",Virginia
13682,"Virginia sees 1,907 new coronavirus cases, now reporting 568,946 statewide",Virginia
13683,Virginia to lift mask mandate; COVID-19 restrictions to end in time for Memorial Day Weekend,Virginia
13684,"Virginia sees 1,130 new coronavirus cases, now reporting 595,865 statewide",Virginia
13685,"Virginia sees 4,515 new coronavirus cases, now reporting 455,591 statewide",Virginia
13686,'Never seen anything like this in my 22 years in pediatrics' | Virginia doctor overwhelmed by child COVID cases,Virginia
13687,"Virginia sees 1,392 new coronavirus cases, now reporting 615,366 statewide",Virginia
13688,"Virginia sees 1,477 new coronavirus cases, now reporting 584,537 statewide",Virginia
13689,Washington Post hits McAuliffe with four Pinocchios for 'wildly' inflating Virginia's COVID numbers,Virginia
13690,"A year after getting COVID-19, Virginia Gov Ralph Northam still doesn’t have sense of smell, taste",Virginia
13691,A timeline of the COVID-19 pandemic in Virginia,Virginia
13692,Four new COVID-19 outbreaks reported in Northern Virginia schools; three more in nursing homes,Virginia
13693,"Virginia officials release updated COVID-19 safety guidelines, mask mandate for schools",Virginia
13694,"COVID-19 cases in Northern Virginia, state at highest levels since late May",Virginia
13695,Virginia Governor Ralph Northam - May,Virginia
13696,"U-Va. coronavirus cases surge, with more than 500 new cases this week",Virginia
13697,Child younger than 10 dies of COVID-19 in Eastern region of Virginia; second recent child death in area,Virginia
13698,Report: COVID-19 Delta variant cases slowly declining in Virginia,Virginia
13699,Northam: Changes in coronavirus restrictions expected next week,Virginia
13700,"Virginia COVID-19 cases rise by 2,413 Wednesday",Virginia
13701,"COVID in Virginia: Hospitalizations down, day-by-day case increase rises",Virginia
13702,"Virginia testing for COVID-19 omicron variant, governor waiting for more information",Virginia
13703,Virginia confirms 1st death from rare COVID-linked condition,Virginia
13704,"Virginia and NC COVID-19 Update | Nov. 30, 2021 – WAVY.com",Virginia
13705,Concerns grow over potential COVID-19 case surge in central Virginia,Virginia
13706,Hospitalized patients at Jesse Brown VA Medical Center exposed to COVID-19 after staff member comes to work …,Virginia
13707,West Virginia Department of Homeland Security honoring correctional officers who died of COVID-19,Virginia
13708,VA has the second-worst COVID vaccination rate among all federal agencies,Virginia
13709,"Marion Co., West Virginia, Commission updated on local battle with COVID-19 pandemic",Virginia
13710,Virginia's incoming lieutenant governor questions Covid vaccines for those who've had the virus before,Virginia
13711,30% chance of COVID-19 winter surge that's worse than Delta surge,Virginia
13712,"Virginia and NC COVID-19 Update | Nov. 29, 2021 – WAVY.com",Virginia
13713,Virginia will test sewage to help predict COVID-19 outbreaks,Virginia
13714,New COVID-19 vaccine may protect against existing and future strains of coronavirus,Virginia
13715,"By The Numbers: COVID-19 in Virginia on Dec. 1, 2021",Virginia
13716,"COVID-19 cases tick up in Virginia, region; over 75% of adults fully vaccinated",Virginia
13717,Vaccine mandate for health care workers halted nationwide by Louisiana judge,Virginia
13718,VDH Partners with Libraries to Provide COVID-19 Antigen At-Home Test Kits at No Cost - Newsroom,Virginia
13719,"Staunton COVID cases fall 15.8%. Virginia cases fall 3.2%, but Thanksgiving testing a wrinkle.",Virginia
13720,"2 men plead guilty to getting more than $220,000 in COVID-19 unemployment benefits while in prison",Virginia
13721,Piedmont Health District to Host COVID-19 Vaccination Clinic in Blackstone - Newsroom,Virginia
13722,UVA Health lab hunts for Omicron COVID-19 variant,Virginia
13723,"Here Is What You Need to Know About the New Coronavirus Variant, Omicron",Virginia
13724,W.Va. coronavirus news conference set for Tuesday afternoon,Virginia
13725,"COVID Hit States Like W.Va. Hard | News, Sports, Jobs",Virginia
13726,"When Youngkin takes office, rollbacks expected on Virginia’s COVID-19 vaccine and mask mandates",Virginia
13727,Virginia recycling numbers up despite COVID-19 challenges,Virginia
13728,Lewis County (West Virginia) Health Department reports 58th COVID-19 related death,Virginia
13729,Virginia Pharmacy Gave Wrong COVID Vaccine to Kids,Virginia
13730,Southwest Virginia COVID case rate drops – still more than double statewide rate,Virginia
13731,"New COVID-19 omicron variant 'not a cause for panic,' Biden says",Virginia
13732,"The new Omicron variant is a reminder that 'the virus is still in control' regardless of Covid-19 fatigue, medical professor says",Virginia
13733,"Virginia sees 1,369 new coronavirus cases, now reporting 933,542 statewide",Virginia
13734,West Virginia residents react to new COVID-19 variant,Virginia
13735,Virginia Department of Health announces new COVID-19 Health Equity Dashboard,Virginia
13736,"WVU Faculty Senate set to hold vote of no-confidence in Gee, Reed",Virginia
13737,"COVID-19 hospitalizations decline in Virginia; Md. boasts 400,000 booster shots",Virginia
13738,LETTER: Jim Justice is entirely responsible for W.Va.'s COVID deaths,Virginia
13739,COVID-19 vaccine deadline for VB high school winter athletes is Monday,Virginia
13740,"PAAC COVID Surge Testing Team to hold drive-thru testing, vaccine clinic in Clarksburg, West Virginia",Virginia
13741,"North Dakota coronavirus news, Nov. 29: VA booster clinics set in western ND",Virginia
13742,"Combined Federal, VA and NC Government Resources for COVID-19 - November 2021",Virginia
13743,West Virginia volunteer firefighter dies from COVID-19 complications,Virginia
13744,Researchers identify health inequities in access to COVID-19 treatment trials,Virginia
13745,Northern Virginia continues to get jobs back following COVID decline,Virginia
13746,"NPS: More than 2,000 students in Norfolk already vaccinated against COVID-19",Virginia
13747,UVA COVID-19 Modeling Weekly Update - Coronavirus,Virginia
13748,"These Are the Counties in the Winchester, VA-WV Metro Area With the Least COVID-19",Virginia
13749,Fairfax Co. sees largest drop in Va. public school enrollment,Virginia
13750,White House imposes travel restrictions for Africa amid new COVID-19 variant,Virginia
13751,Loudoun County continues free COVID-19 testing into December,Virginia
13752,What to know about the new Omicron COVID variant?,Virginia
13753,550+ more COVID-19 patients discharged; hospitalizations dip below 900,Virginia
13754,Correction: Election 2022-Spanish Misinformation Story,Virginia
13755,Sentara Obici holds memorial ceremony for COVID patients,Virginia
13756,Comparative Effectiveness of BNT162b2 and mRNA-1273 Vaccines in US Veterans | NEJM,Virginia
13757,Vaccine believed to offer at least some protection against Omicron variant,Virginia
13758,CDC recommends those 18 years and older receive COVID-19 Booster,Virginia
13759,"Family upset after decision not to charge VB officer who fatally shot Donovon Lynch, continues push for federal probe",Virginia
13760,Health departments prepared for increase in demand for COVID tests after Thanksgiving,Virginia
13761,Hampton Roads museums offering free admissions along with COVID-19 vaccines,Virginia
13762,Va. coronavirus cases jump overnight; central region sees increase in delta variant cases,Virginia
13763,"At this point, more than shots needed to slow coronavirus in Virginia, scientists say",Virginia
13764,County-by-county look at COVID-19 cases in Virginia; which areas saw biggest spikes last week,Virginia
13765,What's next for COVID-19 in Virginia?,Virginia
13766,Current COVID-19 Topics - Coronavirus,Virginia
13767,Travelers - Coronavirus,Virginia
13768,"Over 2,500 new COVID cases reported in Virginia | Positivity rate in Va. decreases to 8.8%",Virginia
13769,Virginia Department of Health Adds COVID-19 Data Dashboard for Cases Among Children - Newsroom,Virginia
13770,"Chesapeake woman still not seeing help from vaccine due to medication for transplant, asks others to get vaccinated",Virginia
13771,"Virginia Department of Health Announces Launch of QR Codes to Verify COVID-19 Vaccination Status - QR codes are secure and private for users, easy for businesses - Newsroom",Virginia
13772,Richmond health officials warn of Delta variant; 48 confirmed cases in Virginia,Virginia
13773,"Virginia business owners on edge amid uptick in COVID cases, delta variant threat",Virginia
13774,All but six localities in Virginia are facing 'high' or 'substantial' community spread,Virginia
13775,Virginia Department of Health Announces New Dashboard to Show COVID-19 Cases By Vaccination Status and to Track COVID-19 Vaccine Breakthrough Cases - Newsroom,Virginia
13776,Dad of 5 dies of COVID days after virus claims his wife’s life in Virginia,Virginia
13777,Virginia Governor Ralph Northam - August,Virginia
13778,"Virginia COVID-19 July 28 update: Virginia reports 1,000-plus new cases for first time since April",Virginia
13779,VDH: Southwest Virginia COVID deaths 5 times state rate over last week – 546 new cases over long weekend,Virginia
13780,"COVID-19 cases in Northern Virginia, state at highest levels since late May",Virginia
13781,Virginia reports first teenager death due to COVID-19 complications in Norfolk,Virginia
13782,Virginia governor reveals his long Covid symptoms as he urges vaccinations,Virginia
13783,Report: COVID-19 Delta variant cases slowly declining in Virginia,Virginia
13784,Virginia health officials say new COVID-19 variant is in state,Virginia
13785,VDH reports 2 children in Central Virginia die of COVID-19,Virginia
13786,A timeline of the COVID-19 pandemic in Virginia,Virginia
13787,"Virginia officials release updated COVID-19 safety guidelines, mask mandate for schools",Virginia
13788,Virginia OSHA Issues Third Iteration of Emergency COVID-19 Regulation,Virginia
13789,The COVID-19 surge is overwhelming emergency rooms across Virginia,Virginia
13790,Facts About COVID-19 - Coronavirus,Virginia
13791,How does VDH Count COVID-19-Associated Deaths? - Coronavirus,Virginia
13792,"Virginia's COVID-19 state of emergency to end June 30, affecting eviction protections, mask rules",Virginia
13793,Virginia Governor Ralph Northam - May,Virginia
13794,Virginia plans to end COVID-19 restrictions on June 15,Virginia
13795,COVID-19 in Virginia: 3.3 million+ have 1st dose; 2.1 million+ fully vaccinated,Virginia
13796,"Virginia gubernatorial race is split over COVID-19 restrictions, race and the economy",Virginia
13797,Another child dies of COVID in Virginia,Virginia
13798,"COVID-19 cases, hospitalizations trending down slightly in Northern Virginia, state",Virginia
13799,Public health officials urge masking as Northern Virginia sees more coronavirus transmission,Virginia
13800,Washington state health officials discuss COVID-19 omicron variant as first case is detected in US,Washington
13801,Washington State Continues to Mandate COVID-19 Vaccination for Certain Workers,Washington
13802,Digital COVID vaccine verification tool officially launched in Washington state,Washington
13803,"Coronavirus daily news updates, November 30: What to know today about COVID-19 in the Seattle area, Washington state and the world",Washington
13804,Here are the latest COVID-19 numbers confirmed Wednesday in Washington state,Washington
13805,‘Pretty serious place of worry.’ WA hospital officials brace for new COVID-19 variant,Washington
13806,Omicron variant identified in U.S.: First case of covid-19 linked to new variant found in California,Washington
13807,Counties with highest COVID-19 infection rates in Washington,Washington
13808,DOH launches WA Verify: State's new Digital COVID-19 Verification Record system,Washington
13809,Washington state ‘on the cusp’ of beating 5th wave of COVID-19 pandemic,Washington
13810,"Washington state to mirror contentious federal COVID-19 vaccine mandate, Inslee says",Washington
13811,"Roughly 3,000 hospital workers lost jobs over Washington’s COVID-19 vaccine mandate",Washington
13812,Washington’s COVID state of emergency now over 630 days old. When will Gov. Jay Inslee end it?,Washington
13813,DMV officials prepare for COVID-19 Omicron variant,Washington
13814,"One year later, millions use Washington state's exposure notification app",Washington
13815,Washington County sees highest average COVID-19 hospitalizations since pandemic began,Washington
13816,Raytown woman says she nearly died 3 times after contracting COVID-19,Washington
13817,Where to get a COVID-19 booster shot in western Washington,Washington
13818,"WA state’s COVID rate in precarious spot ahead of holidays, health officials warn",Washington
13819,"Coronavirus daily news updates, November 15: What to know today about COVID-19 in the Seattle area, Washington state and the world",Washington
13820,"Marcus Lamb, head of Daystar, a large Christian network that discouraged vaccines, dies after getting covid-19",Washington
13821,"These Are The Counties In The Seattle-Tacoma-Bellevue, WA Metro Area With The Least COVID-19",Washington
13822,FDA advisers narrowly recommend authorization of first antiviral pill to treat covid-19,Washington
13823,Ellensburg doctor sells WA COVID vaccine exemption forms | king5.com,Washington
13824,"COVID cases continue to spike in Fayette, Washington counties",Washington
13825,Biden says omicron variant concerning but not 'cause for panic'; CDC urges all adults to get boosters,Washington
13826,WA kids 5 to 11 are getting vaccinated faster than the national average,Washington
13827,Over 70% believe COVID-19 'likely' leaked from Wuhan lab: Poll,Washington
13828,"Washington state school districts ramp up efforts for COVID vaccine clinics, testing programs",Washington
13829,Should the COVID-19 vaccine be required for students in Washington?,Washington
13830,WA Police shuts door on unvaccinated officers as COVID-19 vaccine mandate enforced,Washington
13831,Stricter coronavirus testing being weighed for all travelers to U.S.,Washington
13832,"The U.S. is better prepared to fight omicron variant, CDC director says",Washington
13833,No. 9 Iowa opens challenging stretch after COVID-19 outbreak,Washington
13834,Washington Capitals' AHL Affiliate Postpones Two Games Due to COVID-19,Washington
13835,Opinion | The world deserves a thorough review of the pandemic. Congress must set up a covid-19 commission.,Washington
13836,"Flu or COVID? As Washington heads into peak flu season, it's important to know how to tell the difference",Washington
13837,“Not a time to panic”: Washington health officials push vaccines and booster shots as omicron is detected in US,Washington
13838,Lakers star LeBron James out indefinitely under NBA's coronavirus health and safety protocols,Washington
13839,"Despite variants, Singapore's COVID-19 strategy on track",Washington
13840,Washington lawmaker in El Salvador with a 'bad bout' of COVID-19,Washington
13841,Lawsuit filed over Washington state House’s COVID-19 session plan,Washington
13842,Washington State Rep. Vicki Kraft tells Republicans she will run for Congress,Washington
13843,This Is How Many People Are Refusing The COVID-19 Vaccine In Washington,Washington
13844,Federal Judge Matthew Schelp in Missouri halts Biden's vaccine mandate for health workers,Washington
13845,"Coronavirus live updates: Colorado allows all adults to get vaccine boosters, going further than federal guidance",Washington
13846,"Range Community Clinic brings care to rural, underserved in eastern Washington | Elson S. Floyd College of Medicine | Washington State University",Washington
13847,"Trump tested positive for coronavirus before first debate with Biden, three former aides say",Washington
13848,GOP lawmakers push government shutdown over Biden's COVID-19 vaccine mandate,Washington
13849,Analysis | Rich Countries Hog Vaccines. Is There a Solution?,Washington
13850,Children 5 and older now have a coronavirus vaccine. But many parents of younger kids are still anxiously waiting.,Washington
13851,COVID-19 Vaccination Verification,Washington
13852,BioNTech's Ugur Sahin: Omicron coronavirus variant shouldn't cause 'freak out',Washington
13853,Time to remove new technology from elementary school,Washington
13854,Higgins to skip Washington Mardi Gras because of COVID rules,Washington
13855,A flood of covid patients causes 'almost unmanageable' strain in Michigan as cases rise nationwide,Washington
13856,White House Holiday Decor Honors COVID-19 Frontline Workers,Washington
13857,DC Mayor Suggests Rollback of Some COVID-19 Restrictions,Washington
13858,"What is omicron, and other questions about the new coronavirus variant identified in South Africa",Washington
13859,Pentagon chief says National Guard members who refuse COVID-19 vaccine cannot train,Washington
13860,"The 7 things you need to know for Wednesday, Dec. 1",Washington
13861,Biden's new COVID-19 travel ban ignores southern border,Washington
13862,Swiss officials warn COVID-19 rules threaten sports events,Washington
13863,Oregon Tests Voluntary Electronic Tool to Verify Vaccination,Washington
13864,‘It was just a matter of time.’ Fauci urges familiar COVID-19 protections with omicron arrival,Washington
13865,Leading scientist argues first coronavirus cases point to Wuhan market origin,Washington
13866,Dr. Oz launches GOP Senate run in Pennsylvania,Washington
13867,What you need to know about vaccination rates for Washington County first-responders,Washington
13868,Bruins coach Bruce Cassidy placed in COVID-19 protocol,Washington
13869,Raiders sign LS Carson Tinker with Trent Sieg on reserve/COVID-19 list,Washington
13870,Perspective | Health insurance for travelers: Which one is right for you?,Washington
13871,Is Michigan Gov. Gretchen Whitmer the new 'Angel of Death'?,Washington
13872,"Analysis | 'Needle Nazis,' 'medical brown shirts,' Mengele and Stars of David: How Nazi-coronavirus comparisons have proliferated on the right",Washington
13873,EDITOR’S COLUMN: I Want to Go Home for the Holidays but COVID-19 Has Rendered Me Afraid,Washington
13874,Inmate serving life sentence at Preston County prison dies from COVID-19,Washington
13875,'Return' to Edison - The Source - Washington University in St. Louis,Washington
13876,Putin tests experimental nasal vaccine against COVID-19,Washington
13877,A different kind of COVID vaccine is about ready to roll,Washington
13878,Omicron prompts new virus origin worries,Washington
13879,Washington hospitals 'quite full' amid new surge of COVID-19 cases,Washington
13880,COVID-19 trends moving in the right direction with the help of vaccination,Washington
13881,Officials recommend universal masking in indoor public spaces for most Washington counties,Washington
13882,"Washington ready for reopening, but some COVID-19 precautions remain",Washington
13883,"Over 21,700 breakthrough COVID-19 cases reported in Washington",Washington
13884,"Mask fatigue growing as COVID-19 cases, hospitalizations climb in Washington",Washington
13885,4th Wave Of COVID-19 Hospitalizations Hits Washington State,Washington
13886,"As rural Washington shoulders fifth COVID-19 wave, anger over masks, vaccines marks politics of the pandemic",Washington
13887,"While COVID-19 cases, hospitalizations drop, Washington’s mandates remain in place",Washington
13888,Decline in COVID cases slows as Washington state hospitals sort through vaccination deadline,Washington
13889,"Washington state's rising number of COVID-19 cases stokes concern, anxiety",Washington
13890,Breakthrough COVID cases prompt new calls to mask up in Washington state,Washington
13891,Inslee: Plateauing of COVID-19 cases in Washington is 'serious concern',Washington
13892,"WA fifth COVID-19 wave could plateau soon, but holiday weekend might threaten progress",Washington
13893,Demand for Covid-19 tests increases across Washington state,Washington
13894,"Washington state’s COVID numbers show promise, but don’t let your guard down, says health secretary",Washington
13895,Inslee to require proof of vaccination or negative COVID-19 test to attend large events in Washington,Washington
13896,"Will Washington keep flattening the COVID-19 curve? It's too early to tell, state says",Washington
13897,Could Washington reinstate a mask mandate due to the delta COVID-19 variant?,Washington
13898,Delta variant now makes up nearly all new COVID-19 cases tested in Washington,Washington
13899,Spike in COVID-19 hospitalizations in Washington at a 'worrisome' rate,Washington
13900,"Coronavirus daily news updates, November 29: What to know today about COVID-19 in the Seattle area, Washington state and the world",Washington
13901,Coronavirus live updates: First US case of omicron variant identified in California,Washington
13902,Stricter coronavirus testing being weighed for all travelers to U.S.,Washington
13903,Here are the latest COVID-19 numbers confirmed Monday in Washington state,Washington
13904,University of Washington scientist weighs in on spread of new coronavirus omicron variant,Washington
13905,Washington state testing for COVID-19 omicron variant,Washington
13906,"Coronavirus daily news updates, November 22: What to know today about COVID-19 in the Seattle area, Washington state and the world",Washington
13907,"The U.S. is better prepared to fight omicron variant, CDC director says",Washington
13908,Analysis | What's amazing is that Trump didn't contract the coronavirus even earlier,Washington
13909,Digital COVID vaccine verification tool officially launched in Washington state,Washington
13910,Children 5 and older now have a coronavirus vaccine. But many parents of younger kids are still anxiously waiting.,Washington
13911,"Omicron coronavirus variant travel bans may be too late, experts say",Washington
13912,"Daily coronavirus cases up 18 percent, according to CDC director",Washington
13913,Omicron drives South Africa's fears of coronavirus 'fourth wave',Washington
13914,Coronavirus posturing is the new Trumpism,Washington
13915,Analysis | How Biden and Trump actually compare on coronavirus deaths,Washington
13916,"Analysis | 'Needle Nazis,' 'medical brown shirts,' Mengele and Stars of David: How Nazi-coronavirus comparisons have proliferated on the right",Washington
13917,"Flu or COVID? As Washington heads into peak flu season, it's important to know how to tell the difference",Washington
13918,What LeBron James's covid case means for the NBA,Washington
13919,"Existing vaccines might not be as effective against omicron variant, Moderna CEO says",Washington
13920,"WA state’s COVID rate in precarious spot ahead of holidays, health officials warn",Washington
13921,"After passing vaccine milestone, WA state ‘on the cusp’ of turning down COVID’s delta wave",Washington
13922,Coronavirus live updates: Nearly 10 percent of 5-to-11-year-olds get first vaccine dose,Washington
13923,"Coronavirus live updates: Colorado allows all adults to get vaccine boosters, going further than federal guidance",Washington
13924,"One year later, millions use Washington state's exposure notification app",Washington
13925,"South Africa, which found the omicron variant first, leads Africa in coronavirus sequencing",Washington
13926,Austria introduces new lockdown and vaccine mandate amid coronavirus surge,Washington
13927,Ellensburg doctor sells WA COVID vaccine exemption forms | king5.com,Washington
13928,FDA advisers narrowly recommend authorization of first antiviral pill to treat covid-19,Washington
13929,Omicron covid variant fears prompt New York Gov. Hochul to declare emergency,Washington
13930,Maryland Ramps Up COVID Variant Tracking After US Omicron Case Found,Washington
13931,WHO chief calls for caution as cases climb ahead of major U.S. holiday,Washington
13932,"Marcus Lamb, head of Daystar, a large Christian network that discouraged vaccines, dies after getting covid-19",Washington
13933,New coronavirus strain causes countries to tighten borders,Washington
13934,More states push booster shots for all adults; Moderna asks FDA for booster authorization,Washington
13935,Pfizer-BioNTech expected to seek authorization for coronavirus booster for people 18 and older,Washington
13936,Couple arrested in Netherlands after escaping coronavirus quarantine,Washington
13937,Opinion | The newest coronavirus variant is raising alarms. The pandemic is not over.,Washington
13938,"America isn't headed toward lockdowns, say White House officials",Washington
13939,Capitals' Lars Eller 'close' to playing after missing six games because of the coronavirus,Washington
13940,President Biden said South Africa has turned down vaccine doses. But the issue is more complicated than that.,Washington
13941,DC area schools discipline employees who miss covid vaccine deadlines,Washington
13942,"CDC signs off on children's coronavirus vaccine, allowing providers to begin immunizing kids ages 5 to 11 immediately",Washington
13943,Shutdown odds grow as conservatives push GOP leaders over vaccine and testing mandates,Washington
13944,A flood of covid patients causes 'almost unmanageable' strain in Michigan as cases rise nationwide,Washington
13945,Omicron FAQ: What travelers need to know about the new variant,Washington
13946,Public health officials urge patience amid omicron,Washington
13947,Obama makes surprise visit to D.C. vaccination site amid polarized virus debate,Washington
13948,Dow plunges after new coronavirus variant detected in South Africa,Washington
13949,"Amid fears of fifth pandemic wave, top U.S. officials push to make boosters available to all adults",Washington
13950,World agrees to negotiate a global 'pandemic treaty' to fight the next outbreak,Washington
13951,Japan confirms first case of new coronavirus variant,Washington
13952,Federal judge overrules Texas ban on mask mandates in schools,Washington
13953,Omicron variant: What to do for travelers stranded at airports overseas,Washington
13954,Cowboys Coach Mike McCarthy will miss Thursday's game following positive coronavirus test,Washington
13955,COVID-19 coronavirus: WA's Safe Transition Plan,Washington
13956,"Lane County COVID-19 update, Dec. 1: Three deaths, 72 additional cases reported",Washington
13957,Higgins to skip Washington Mardi Gras because of COVID rules,Washington
13958,"As omicron variant spreads, China senses vindication over 'zero covid' strategy",Washington
13959,Omicron concerns lead White House to study contingency funding,Washington
13960,Israel bans non-citizens to stem omicron spread,Washington
13961,Perspective | We don't need universal booster shots. We need to reach the unvaccinated.,Washington
13962,Lara Logan draws outrage for comparing Fauci to Nazi doctor Josef Mengele on Fox News,Washington
13963,‘It was just a matter of time.’ Fauci urges familiar COVID-19 protections with omicron arrival,Washington
13964,White House restricts travel in response to coronavirus variant in South Africa,Washington
13965,Omicron upends tourism hopes after UN estimates pandemic will cost industry $1.6 trillion this year,Washington
13966,Bayern Munich set to play in empty stadium over coronavirus,Washington
13967,"Washington’s coronavirus cases are down across all age groups, state says",Washington
13968,Russian coronavirus-denying monk given prison sentence,Washington
13969,Nursing unions around the world file U.N. complaint as debate over vaccine patent waivers stalls,Washington
13970,Washington had its chance to stomp the coronavirus. We blew it.,Washington
13971,Facebook takes down disinformation networks globally,Washington
13972,"Fueled by delta variant, 500,000 coronavirus cases now tallied in Washington state",Washington
13973,"‘We should not be overly concerned’ about mu variant of coronavirus, Washington state and local health officials say",Washington
13974,UN migration agency: COVID has 'radically altered' mobility,Washington
13975,Ilya Samsonov showing growth for Capitals this season,Washington
13976,Testing remains critical tool in fight against COVID-19,Washington
13977,An assistant principal in D.C. also worked as a principal in Rhode Island — at the same time,Washington
13978,"The 7 things you need to know for Wednesday, Dec. 1",Washington
13979,How prevalent is the coronavirus delta variant in Washington?,Washington
13980,‘Their Crisis’ Is ‘Our Problem’: Washington Grapples With Idaho Covid Cases,Washington
13981,"Coronavirus daily news updates, Aug. 30: What to know today about COVID-19 in the Seattle area, Washington state and the world",Washington
13982,‘Our emergency rooms are full’: Washington health officials warn of holiday COVID spike,Washington
13983,4th Wave Of COVID-19 Hospitalizations Hits Washington State,Washington
13984,State health officials fear Washington is entering 4th wave in coronavirus pandemic,Washington
13985,"Coronavirus daily news updates, October 1: What to know today about COVID-19 in the Seattle area, Washington state and the world",Washington
13986,Officials recommend universal masking in indoor public spaces for most Washington counties,Washington
13987,Statement from the Washington State Department of Health,Washington
13988,COVID-19 cases surge in Washington state due to late reporting,Washington
13989,Welcome to your new normal: COVID restrictions ease across Washington state,Washington
13990,"Washington state facing shutdowns, Phase rollbacks as coronavirus cases rise",Washington
13991,"Why strict mask rules won’t return in Washington state (for now), despite COVID variants",Washington
13992,"Statewide updated mask order goes into effect Monday, Aug. 23",Washington
13993,"COVID cases show up in Washington schools, but it’s too early to say how schools are doing at reducing transmission",Washington
13994,"WA fifth COVID-19 wave could plateau soon, but holiday weekend might threaten progress",Washington
13995,Delta variant now makes up nearly all new COVID-19 cases tested in Washington,Washington
13996,"What’s our COVID future? Here’s what scientists say about summer, fall in Washington",Washington
13997,"Coronavirus delta variant gaining ground, but no concerning trends in Washington yet",Washington
13998,Kitsap County's COVID-19 cases fall 20.6%; Washington cases plummet 16.3%,Washington
13999,"Coronavirus daily news updates, July 6: What to know today about COVID-19 in the Seattle area, Washington state and the world",Washington
14000,Omicron variant identified in U.S.: First case of covid-19 linked to new variant found in California,Washington
14001,Washington state testing for COVID-19 omicron variant,Washington
14002,Digital COVID vaccine verification tool officially launched in Washington state,Washington
14003,Stricter coronavirus testing being weighed for all travelers to U.S.,Washington
14004,"Coronavirus daily news updates, November 30: What to know today about COVID-19 in the Seattle area, Washington state and the world",Washington
14005,"Trump tested positive for coronavirus before first debate with Biden, three former aides say",Washington
14006,Here are the latest COVID-19 numbers confirmed Wednesday in Washington state,Washington
14007,"The U.S. is better prepared to fight omicron variant, CDC director says",Washington
14008,Washington State Continues to Mandate COVID-19 Vaccination for Certain Workers,Washington
14009,What LeBron James's covid case means for the NBA,Washington
14010,FDA advisers narrowly recommend authorization of first antiviral pill to treat covid-19,Washington
14011,Biden says omicron variant concerning but not 'cause for panic'; CDC urges all adults to get boosters,Washington
14012,"Flu or COVID? As Washington heads into peak flu season, it's important to know how to tell the difference",Washington
14013,DMV officials prepare for COVID-19 Omicron variant,Washington
14014,Nigeria reports omicron coronavirus cases,Washington
14015,BioNTech's Ugur Sahin: Omicron coronavirus variant shouldn't cause 'freak out',Washington
14016,"Marcus Lamb, head of Daystar, a large Christian network that discouraged vaccines, dies after getting covid-19",Washington
14017,Analysis | How Biden and Trump actually compare on coronavirus deaths,Washington
14018,Omicron drives South Africa's fears of coronavirus 'fourth wave',Washington
14019,"WA state’s COVID rate in precarious spot ahead of holidays, health officials warn",Washington
14020,Children 5 and older now have a coronavirus vaccine. But many parents of younger kids are still anxiously waiting.,Washington
14021,"Analysis | 'Needle Nazis,' 'medical brown shirts,' Mengele and Stars of David: How Nazi-coronavirus comparisons have proliferated on the right",Washington
14022,Washington’s COVID state of emergency now over 630 days old. When will Gov. Jay Inslee end it?,Washington
14023,Washington County sees highest average COVID-19 hospitalizations since pandemic began,Washington
14024,WA kids 5 to 11 are getting vaccinated faster than the national average,Washington
14025,Counties with highest COVID-19 infection rates in Washington,Washington
14026,"After passing vaccine milestone, WA state ‘on the cusp’ of turning down COVID’s delta wave",Washington
14027,A flood of covid patients causes 'almost unmanageable' strain in Michigan as cases rise nationwide,Washington
14028,Omicron covid variant fears prompt New York Gov. Hochul to declare emergency,Washington
14029,Coronavirus posturing is the new Trumpism,Washington
14030,Shutdown odds grow as conservatives push GOP leaders over vaccine and testing mandates,Washington
